Commit message,Class
"http://code.google.com/p/mybatis/issues/detail?id=618 :	Reflector doesn't find correct getter method when using generics",nonSAR
Make publication date Optional,nonSAR
more code + integration test,nonSAR
fun with base64 url encoded data,nonSAR
Communication to the Console is now unicast TCP.,nonSAR
HIVE-13392 disable speculative execution for ACID Compactor (Eugene Koifman  reviewed by Wei Zheng  Alan Gates),nonSAR
make annis-service compile with salt simple,nonSAR
*** empty log message ***,nonSAR
#4 Visualize content in a report,nonSAR
XWIKI-3240: 'style' attribute of <font> tag discarded when cleaning html,nonSAR
BeanParam supports annotations on fields and methods,nonSAR
(Re-)activated 'shared' clones.,nonSAR
choose the location of the unique sandbox,nonSAR
[MONDRIAN-1785] Pulls up a couple methods form ImpalaDialect into HiveDialect regarding quotes and quoting characters.,nonSAR
major grammar overhaul,nonSAR
DATAMONGO-1050 - Explicitly annotated Field should not be considered Id.,nonSAR
Incorporated internal review comments,nonSAR
*** empty log message ***,nonSAR
SONARPLUGINS-2868 Do not fail analysis if embedded mode and xdebug not installed,nonSAR
#171 Visual cue for initialiser sections (display initializer annotation only when cursor is inside body),nonSAR
On my way to NIO. Checking in to save the work. Migrating more classes. below 200 errors. Now I can see progress,nonSAR
*** empty log message ***,nonSAR
The refresh got sometimes stuck because countdown was zero,nonSAR
Support for grouping of froms  in imports with pep8,nonSAR
Reestruturação dos testes no projeto mix e upgrade de versão no dbehave.,nonSAR
tightened implementation of the abstraction of the graph configuration.,nonSAR
refs #358 - polishing in process...,nonSAR
factor inner classes out of ThriftStructMetadataBuilder,nonSAR
[ISPN-585] (cleanup the Lucene Directory implementation) trunk,SAR
API cleanups.  * Removed node.traverse() deprecations since the new traversal API is only tentative and might change in upcoming releases.  * Replaced org.neo4j.graphdb.traversal.Position with org.neo4j.graphdb.Path since Positions don't do anything Paths already do.  * Added Path.lastRelationship() to support using Paths instead of Positions.  * Removed the tentative node.expand() methods for now  they might be introduced in a later release.  * Removed the Expansion interface that came with node.expand()  * Cleaned up naming around TraversalDescription:    * Renamed TraversalFactory to Traversal  to give the nice pattern of {{{TraversalDescription traversal = Traversal.description()}}}  * Added an iterator() method to Path for iterating over both nodes and relationships (interleaved) (Path extends Iterable<PropertyContainer>)  * Renamed SourceSelector to BranchSelector  since that name better describes the role and purpose of that interface.    * Renamed ExpansionSource to TraversalBranch to match this    * Renamed SourceSelectorFactory to BranchOrderingPolicy to match this and to further clarify the role of an object implementing this interface.,SAR
relationship configuration  cleanup,SAR
Drop CleanupChannelGroup  close #1176,SAR
Add comments  format code and clean up,SAR
CleanUp Code,SAR
ftp: Clean up path computation,SAR
chore(engine): clean up historic case instances deletion,SAR
master / slave fixes for hb 2.1.3 and 2.1.4  and more cleanup,SAR
cleanup; added functionality to select on collection associated fields - rjrjr,SAR
"Now StackAbilityView has sourceCard. Added displaying source card for abilities. Fixed arrows offsets. Added ""source"" blue arrows (target arrows are red). Fixed NullPointerException happen for AbilityPicker. Fixed random order of spells in stack. Code clean up.",SAR
Cleanup DataInput and Fix AS7-912,SAR
Polishing code,SAR
lots of cleanup; working on issue #90,SAR
cleanup of Encapsulation class,SAR
Code cleanup from intellij inspections,SAR
ChanServ: medium cleanup,SAR
NOJIRA code clean up,SAR
Accounting-Integration module code clean up,SAR
Cleanups: - Remove obsolete option checkCaja - Remove checks that were only done if checkCaja was on. - Simplify a call to CombinedCompilerPass. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=62690700,SAR
Misc logging-cleanup/refactoring * CrawlerJournal.java     improve exception logging     combine writeLine() methods to use varargs * FrontierJournal.java     improve exception logging * ArchiveUtils.java     replace ignored  count parameter with meaingful boolean one * CrawlURI.java     use updated ArchiveUtils method,SAR
General cleanup and refactoring.,SAR
http://jira.sakaiproject.org/jira/browse/EVALSYS-666 Cleanup of producers to ensure no user perms checks are being done without using services EXCEPT for the assign producers and the hierarchy producers Also removed some direct usage of sakai services,SAR
Code maintenance for refactoring by Emanuel Graf  bug 234348.,SAR
test plugin cleanup,SAR
Activiti Cycle: code cleanup  finished implementation of the cycle component infrastructure  added some javadoc for the annotations.,SAR
Removed unused methods  moved startup page code to RWTStartupPageCreator - bug 340927: Cleanup and refactor HtmlResponseWriter https://bugs.eclipse.org/bugs/show_bug.cgi?id=340927,SAR
Fix quality flaws,SAR
Lots of cleanup and minor bugfixes all over the code,SAR
webadmin: DataProvider.java cleanup (2/6),SAR
general cleanup and improvements,SAR
Minor clean up: parameter order consistancy,SAR
Begain faces integration  will need some cleanup though,SAR
e2e tests - adding missing packages  minor cleanup,SAR
slight cleanup  reformatting for better readability,SAR
more clean up GTalkAuth and general account setup,SAR
demo cleanup wip,SAR
#232: Cleanup after merge of #225,SAR
Added title to LifecycleMappingDialog  cleanup to LifecycleMappingProposal,SAR
JBIDE-19335 - cleanup and move activator to internal package,SAR
javadoc cleanup and minor code cleanups,SAR
minor tests cleanup,SAR
Test cleanup :),SAR
XPMAIL-5: Allow setting of Reply-To  Sender (and other) headers Patch submitted by David Ward Reviewed and substantially modified by Vincent Massol: * Added new MailConfiguration class * Added unit tests * Cleaned up some code (still a lot to clean up  especially all error handling),SAR
Atrack protocol code cleanup,SAR
Major cleanup.  Moved the resrouces out of the source tree and  fixed a problem where we were not terminating debug sessions. Also removed a bunch of unused stuff.,SAR
Restructured packages Fixed grammar Separated cookbook into its own test Other cleanups as() and distinct() are now separate methods,SAR
refactoring and cleanup,SAR
ACCUMULO-1024 Address user management API for built-in users and clean up broken javadocs associated with security-related commits.,SAR
Miscelaneous runtime detection code cleanup  re-org of API,SAR
WebDAV: Make use of RedirectedTransfer,nonSAR
[#2351] Relax ConnectionProvider contract  allowing acquire() to return new Connections even before release() is called,nonSAR
http server request illegal state exception check,nonSAR
un peu de refacto pour préparer la suite,nonSAR
Broken  but before I confuse myself any more...,nonSAR
pass toolkit as 1st parameter in constructor instead of overriding abstract method,nonSAR
Update to SpoutAPI. Signed-off-by: Chris Sanders <zidane@outlook.com>,nonSAR
TAJO-87: Integration of tajo algebra module and SQL parser,nonSAR
Let list facets cache their intermediate results in the database object. These results are shared among different users of the same database.,nonSAR
javadoc parsing works,nonSAR
Better API now  for using XPaths,nonSAR
*** empty log message ***,nonSAR
Bug 362602 - [target] Target persistence for contributed locations is incorrect,nonSAR
Program files loading with prologparser library.,nonSAR
Initial version of Aspirin QoS package.,nonSAR
constructCloneCollection by instanceOf: fail-fasts + generics,nonSAR
FALCON-731 Lineage capture for evicted instance is broken. Contributed by Sowmya Ramesh,nonSAR
json project configured,nonSAR
Portlets can now be placed with a tool.xml or configuring a standard one  these only need to be in the portal war.,nonSAR
More work on HRecord values,nonSAR
Bug 498369 - Xdebug: Variables view displays outdated values (bad refresh),nonSAR
core: VDS implements BusinessEntity,nonSAR
widgets plugin take care of widgets hierarchy,nonSAR
Freezable is now SMSPersistable,nonSAR
BLC-58 - Allow friendly names in the polymorphic type dropdown in the admin screens,nonSAR
The naming service is now a model view. More idiomatic way to manage element naming,nonSAR
New names for the core elements:  - Binding  - TypeConverterBinding  - ScopeBinding  - InterceptorBinding  - InjectionRequest  - StaticInjectionRequest  - ProviderLookup  - Message,nonSAR
Use a location obj to fill data from location file,nonSAR
KS-2166 - KS-2178: Leverage UIBaseForm for FAQ's portlets,nonSAR
Make bitcoinSerialize() return a copy by default  provide an unsafeBitcoinSerialize() method for high performance applications that are willing to deal with the extra API complexity.,nonSAR
feat(cmmn/REST): manualStart  disable  reenable via REST API,nonSAR
Polish StoragePolicy API and tests,nonSAR
CRUD operations for Abonent & Phone entities,nonSAR
Prepared registration of entrypoints by path in EntryPointManager - bug 365633: Register entrypoints by path instead of name https://bugs.eclipse.org/bugs/show_bug.cgi?id=365633,nonSAR
new config mechanism and better marshaling,nonSAR
Bug 255614 - NPE while building my workspace,nonSAR
Issue #383: Support for remote lookup repositories,nonSAR
[SPARK-8269] [SQL] string function: initcap,nonSAR
log more info in debug mode; mark this branch as 1.2.0-SNAPSHOT,nonSAR
HBASE-5840 Open Region FAILED_OPEN doesn't clear the TaskMonitor Status  keeps showing the old status (RajeshBabu),nonSAR
One thing for STS-660  using Extension.Packages,nonSAR
335711 read lifecycle mapping metadata from maven-plugin artifact,nonSAR
CAMEL-10026: HealthCheck API,nonSAR
Import latest billing sample (7ec85a9b619fc5f85023bc8125e7e6b1ab4dd69f),nonSAR
Finish medialpalyer on sliding,nonSAR
Updated the Mobile ESP java class for mobile device detection,nonSAR
[ENG-151] Ability to get risk out of db  for testing purposes,nonSAR
Intermediate step,nonSAR
[JENKINS-17681] Set up a test which passes on Unix but fails on Windows when symlinks are enabled on the platform but disabled for the current user.,nonSAR
Allowing raw images to be read from a stream.,nonSAR
Minor cleanup and expansion of the RecalDatum unit tests,SAR
Upgrades and changes to LeftAlignVariants  motivated by 1000G consensus indel production: -- Added ability to trim common bases in front of indels before left-aligning. Otherwise  records may not be left-aligned if they have common bases  as they will be mistaken by complext records. -- Added ability to split multiallelic records and then left align them  otherwise we miss a lot of good left-aligneable indels. -- Motivated by this  renamed walker to LeftAlignAndTrimVariants. -- Code refactoring  cleanup and bring up to latest coding standards. -- Added unit testing to make sure left alignment is performed correctly for all offsets. -- Changed phase 3 HC script to new syntax. Add command line options  more memory and reduce alt alleles because jobs keep crashing.,SAR
234984 [clean up] Code cleanup conversion to a for each loop makes the assigned variable final when it shouldn't,SAR
Fix quality flaws,SAR
Minimal cleanup of map implementation related tests.,SAR
OGM-1064 Several cleanups/optimizations for the Redis dialects,SAR
Clean up context to match ui tier version.,SAR
more cleanup of core api,SAR
Cleanup of ASTNeoUpTreeVisitor,SAR
Minor cleanup,SAR
Clean up and reorganize some JDT test bits,SAR
Aquamar: SummaryCSVTool                   Clean Up,SAR
[MRM-1025] remove database cleanup consumers and centralise functionality in RepositoryListener Note: this commit requires that a following work item be completed to add a service for scanning metadata and cleaning up if a file is erased. Workflow will be documented first.,SAR
Minor clean up  turn Part into an interface,SAR
XWIKI-4689: Previewing a new form-based document does not set the right document syntax * also done some related cleanup and bulletproofing,SAR
cleanup  unify extension initialization,SAR
Add IFD.getIFDTextValue convenience method; clean up a few IFD calls.,SAR
Cleanup v1 vestigaes and simplify v2 api,SAR
Minor queue cleanup,SAR
A bunch more API cleanup,SAR
Test clean up,SAR
Misc cleanups to FindBugs GUI for installing and enabling/disabling plugins. Also small modification to Plugin to allow installing Cloud plugins. May not be best solution but works for now.,SAR
No bug - code cleanup,SAR
DATAMONGO-1176 - Cleanup.,SAR
KS-2168 : more cleanup and unit testing,SAR
Cleanup of QueryServiceTable,SAR
[KARAF-3671] Clean up karaf-maven-plugin goals,SAR
bug fixes  ui cleanup  and other small changes,SAR
Some more code clean up and fixed a bunch of typo's,SAR
core: Login comands - clean up authenticateUser,SAR
Simplify code sample settings,SAR
BaseAdapterDecorator cleanup  deprecated methods and added alternates,SAR
Clean up and organize code.,SAR
Ranking by qualification adjustments + cleanup of cost comparison  bug 269321.,SAR
More work on SocketIO: Cleanup  add support for normal AtmosphereHandler support (any application will works with SocketIO client),SAR
More cleanup,SAR
vagrant: Warnings cleanup.,SAR
Updates and cleanup for className inclusion for map/collection on embedded elements Support for 2d indexing.,SAR
HBASE-1013 Add debugging around commit log cleanup,SAR
cleanup,SAR
Clean up.,SAR
AS7-3772 Cleanup up interface criteria expression resolution,SAR
Clean up CompilerTestCase.,SAR
Cleanup more of AVFoundation (#611) by cleaning up some CoreMedia (#683).,SAR
cleanup everything :-),SAR
Code cleanup,SAR
Additional JavaDoc and comment cleanup. Make string comparision locale independend and factor out safeClose().,SAR
Clean up HiveMind code  added log4j  removed OSWorkflow 2.8  added OSWorkflow support classes.,SAR
Some refactoring & cleanup,SAR
Minor cleanup of the annotation tab  also extended the help text.,SAR
Produced GTFS feed without the shape.txt,nonSAR
Finished off the skeleton network code.,nonSAR
[JENKINS-17067] Updated story 6 test,nonSAR
Bug 405117 - Ease specification of version range bounds that match the least/greatest version in a given branch,nonSAR
SEAMSECURITY-119 update testsuite structure,nonSAR
Updates to Zipkin 1.29 (#465),nonSAR
HSEARCH-2689 Retrieve the EntityManagerFactoryRegistry through injection only,nonSAR
Support for selenium integration tests.,nonSAR
adicionado teste de busca generica,nonSAR
Detect consumer parent/child relationships on child's register.,nonSAR
STS-118: Allow sourcePage to be encrypted. The _sourcePage parameter is always encrypted before it is written. Easy access to the plaintext value is provided by the new ActionBeanContext.getSourcePage() method.,nonSAR
Notification messages implemented,nonSAR
completed basic modelling,nonSAR
JCLOUDS-281: Support Nova Block Device Mapping v2 Boot,nonSAR
Updates to commands and god mode,nonSAR
handle abnormal case,nonSAR
allowing pulling up types,nonSAR
"Revert ""Revert ""making it work with Jetty and spring MVC""""",nonSAR
make sure to always use \n as line terminator when we send messages to the server,nonSAR
3.0 initial map.size impl.,nonSAR
Fake simulation of turbine processes - see issue #7,nonSAR
HIVE-11133: Support hive.explain.user for Spark (Sahil via Xuefu),nonSAR
refresh whole repository.,nonSAR
The WorkflowProcessor is processing,nonSAR
Bug 298671 Implement enough compatibility to bring up a simple view,nonSAR
Cleaned up dependencies across generators,nonSAR
473533: update markup to allow adjacent/nested span blocks,nonSAR
SONARJAVA-576 InstanceOf operator returning always true,nonSAR
Better tests,nonSAR
JENA-1059: Optimize insert and delete of constant triples/quads.,nonSAR
"Habe nach Absprache mit lplotni alle in Methoden und Variablen vorkommenden ""ID""s in ""Id"" umbenannt. Bitte auch in Zukunft auf Konsistenz achten! Konnte BenutzerServlet nicht committen  da kam eine Fehlermeldung.",nonSAR
Alluxio-1509. v3,nonSAR
switch to full int types instead of shorts  implement .equals(...),nonSAR
Translated 'troedel' parameter to 'slowdown'.,nonSAR
First cut on using a dynamic Resource to expose Hibernate 2LC stats,nonSAR
Put the generation of a GATE doc in a separate method GATEProcessor.generateGATEDoc and use it in the GATECorpusGenerator,nonSAR
Implemented signature method.,nonSAR
flatten nested concatenations,nonSAR
CAMEL-6359: Bindy now supports enums. Thanks to Daniel Lorych for the patch.,nonSAR
UF-225 Skipping unlock when RuntimeException is thrown in AbstractIOService.endBatch(),nonSAR
Story 2171  import API work. Work in progress.,nonSAR
final touch-ups  security config  and tonr2,nonSAR
DROOLS-7 Initial Working Phreak,nonSAR
Begin process of migrating to GraphProviders,nonSAR
reimplementation of context control tab,nonSAR
core: [Import|Export]RepoImageCommandTest runners,nonSAR
Allow to set scope from plugin,nonSAR
HADOOP-1730 unexpected null value causes META scanner to exit (silently),nonSAR
Show octocat spinner when loading,nonSAR
[WICKET-5909] Session style is not taken into account when loading mounted resources.,nonSAR
Even more cleanup,SAR
"Removed destructive ""all"" view from all ResourceProviders  added ""doNotSort"" flag when only UUID query is executed in SearchCommand  added session timeout to Jetty configuration  some other performance optimizations and code cleanup.",SAR
TURMERIC-1601: Increase code coverage and some code cleanup.,SAR
green bars all around. fixes supercol  batchmutation  some keyspacetest cleanup,SAR
improved the management of managed scopes making a callback to the originating context to properly cleanup the contextual instances,SAR
Renamed package from as.core.packages to as.core.modules Moving to a cleaner API which can be opened up logically and more easily extended.,SAR
minor cleanup and more syslog parser work,SAR
cleanup + unittest,SAR
cleanup  moved more methods from questmanager,SAR
more list cleanup,SAR
Clean up CmdFactionsMotd,SAR
Trace clean up removing dbgp parameter.,SAR
cleanup and rework of core engine,SAR
[SMALLFIX] Rename UserCleanup to UserCleaner per review comments,SAR
TRUNK-4906 - Cleanup API for expanded cohort details,SAR
general code cleanup and rules compliance,SAR
story 1097: Persistence Storage for UIM : Javadocs & Code Improvements,SAR
"cleanup modcluster screens and move to ""web""",SAR
Implemented method 'isIn(Object...)' for all assertion classes. Some minor code cleanup.,SAR
cleanup; towards 94519: Infer Type argument cause NPE,SAR
Clean up element-related interfaces to not refer to IOS,SAR
Fixed SystemLogService. Merged updates from 2.0 branch. Cleanup.,SAR
Regenerate activity service helpers  clean up,SAR
MAGNOLIA-2993 cleanup and javadoc; also added support for TemplateCollectionModel where directive parameters are converted in List<String>,SAR
added method to cleanup weak references,SAR
Fixed Package Name  little bit of cleanup,SAR
More cleanup in the impl area,SAR
code cleanups  more convinience functions  bugfixes and tests,SAR
Added checkstyle extension and rules  started to cleanup/format/document code based on rules,SAR
unit test reorg by expression type   some cleanup and fixing warnings,SAR
Little code improvements,SAR
cleanups in hotfolder,SAR
Fixes issue #161 Cleanup notification of UnitOfWork is now always done after outer UoW commit notification.,SAR
junction: cleanup TestBillingApi,SAR
more code cleanup  exporter is now even simpler due to composition,SAR
More cleanup in the impl and test area,SAR
some more cleanup  mainly better naming Issue: WICKET-3161,SAR
cleanup on handlers and fixed examples  movde things around etc,SAR
core: VdsManager - cleanup,SAR
Removing the EscapeUtils/UnescapeUtils classes  and making StringEscapeUtils the replacement. Writer variants of StringEscapeUtils are dropped - instead you hit those via the translator objects. Some javadoc/testing cleanup needed. ,SAR
CAMEL-4047. Remove dependency on jsr-223 scripting engines in camel-core. Thsnks dkulp for patch.,SAR
CHRON-13 Check that resources are cleanup on windows,SAR
Javadoc cleanup. Method rename. getInputStream -> getAsInputStream,SAR
Code clean up and formatting.,SAR
Cleanup of java compiler,SAR
clean up cursor handling in ChatView,SAR
datasource refactoring. works now. more cleanup with tests etc.coming,SAR
cleanup KCL to Kotlin,SAR
Refactored config distribution in parts of HA. Made unfinished transaction cleanup threshold use client lock timeout (as resolved by HaConfig).,SAR
PP-6 + PP-7 + PP-31: some refacoring cleanup  plus be able to call score from either endpoint.,SAR
Jetty tests are running with Weld,nonSAR
BOOKKEEPER-331: Let hedwig support returning message seq id for publish requests. (Mridul via sijie),nonSAR
Order_DetailsPK test passes (with properties  not yet with links),nonSAR
implemented getHyperlinkText() and getTypeLabel() for ModelElementHyperlink,nonSAR
JBQA-8017 Size rotating handler test rotate-on-boot attribute,nonSAR
FlatOpcXmlImporter constructor which takes an InputStream,nonSAR
AWS Toolkit for Eclipse: v201710231659 Release.,nonSAR
LANG-1034: Recursive and reflective EqualsBuilder (closes #202),nonSAR
AutoTune update - repackage tests and sort profiling xml entries,nonSAR
Typed BindingPathElement Support for setBindingValue() in BindingPathElement,nonSAR
Netty provider sends parts twice over https  port a29f682024b220438c55c4091010e1009e6936a3 to master,nonSAR
CLOUDSTACK-301 Nexus 1000v DVS integration is not functional,nonSAR
"Bug 301144 - [LinkedResources] ""File and Folder Import"" dialog polishing",nonSAR
mais anotacoes e principio do login,nonSAR
[SYNCOPE-665] Implementation completed,nonSAR
rewrote the metamodel model to use an acyclic directed graph with automatic garbage collection,nonSAR
Exposing the rest of the fields in the Step object.  Next thing: display them!,nonSAR
Abstracted NodeID,nonSAR
Avoid potential deadlocks in repositories view,nonSAR
Handle for/of the same as for/in in NameAnalyzer,nonSAR
[autotools] Prevent MalformedURLException when setting remote working directory.,nonSAR
continuing internalization,nonSAR
Use actual remote fingerprint rather than cached one,nonSAR
"CAPEDWARF-10 Querying the datastore with filter ""Entity.KEY_RESERVED_PROPERTY equals someKey"" never returns any results",nonSAR
SONAR-8402 Purge should delete queued task when deleting a project,nonSAR
Decorators fully dynamic.,nonSAR
modularized JCR in its own module finally,nonSAR
allowing field inclusing/exclusion,nonSAR
BaseRepositoryExtension.,nonSAR
communicator --help now list types of messages,nonSAR
Test for No-Defensive-Copy of Maps,nonSAR
make joined vectors use standard componentCount,nonSAR
cleaaning cached discovered info on OK,nonSAR
"We need to sort cleaned reads ourselves (instead of letting SAMFileWriter do it) because the SAM headers are often screwed up and claim to be ""unsorted"".  While here  I broke off the module from the SortSamIterator in case someone else wants to use it.",nonSAR
Clarify the difference between a loaded body and a valid body,nonSAR
show after saving a displayValue and not the saved value. this is used for selection fields,nonSAR
Prototype of an R package to call Renjin from within GNU R,nonSAR
WIP Db Migration compound keys,nonSAR
usable for human vs human,nonSAR
Partitions should remain unavailable until services commit/rollback,nonSAR
HADOOP-11201. Hadoop Archives should support globs resolving to files. Contributed by Gera Shegalov.,nonSAR
HIVE-6690 : NPE in tez session state (Sergey Shelukhin  reviewed by Gunther Hagleitner),nonSAR
CLEREZZA-191: In typerendering: rendering mode can now be regex and renderlet definitions are cached. Headed-page adjusted,nonSAR
Looking swellio,nonSAR
[FIN-10] Modularised hibernate code for the securities. See BeanOperation and instances thereof.,nonSAR
Support for authority / host with http2,nonSAR
navnet om pakke fra familiehub til eplan,nonSAR
Math functions: update round function to support two arguments (second being dp),nonSAR
support for android keys,nonSAR
HDFS-7056. Snapshot support for truncate. Contributed by Konstantin Shvachko and Plamen Jeliazkov.,nonSAR
Cleanup and documentation.,SAR
cleanup and fixes,SAR
Bug 397169 - Conflict resolution transformer can remove dependency completely from tree,SAR
code cleanup and some renaming,SAR
* code cleanups + Tcl keyword  parser extensibility,SAR
ODEDeployer: clean up the code a bit and improve error reporting on missing archive locations when using dirs,SAR
- kie-remote rest API documentation/readability (REST/JAX-RS annotation clean up),SAR
core : Code clean up,SAR
naming improvements and packaging improvements,SAR
cleanup and renaming,SAR
clean up on remote client implementations,SAR
API cleanup and XML binding using XmlPull,SAR
major work on persistence integration testing; cleanup of project configuration,SAR
Cleanup of stream reading,SAR
clean up the xsd with the comments from Eugene.,SAR
PT-2414: Add tests for the family locking module Cleanup  smaller tests  better test names,SAR
core: minor cleanup in migration related classes,SAR
More property cleanup,SAR
clean up of the parser; tests need to be updated,SAR
Code cleanup: Fixed some warnings.,SAR
Some command code cleanup.  Replaced /sms repl with /sms edit.,SAR
Naming cleanup and added TimeLimitedJoin,SAR
Small cleanup of MapStore related tests.,SAR
Added the LockExercise and some cleanup,SAR
Test clean up,SAR
Bug 253979 - [About] Remove dependency on update manager,SAR
Cleanup code : * Add utility class for log * Move constants into separate interface,SAR
Cleanup and change of how custom data sources are given.,SAR
cleanup of logging error messages  general logging,SAR
Big UIKit cleanup (method name changes  global value wrappings  notification helper classes...) #478.,SAR
Cleanup: renamed files for better understanding in future :),SAR
altpay cleanup - Remove references to payer_{id first_name last_name},SAR
various cleanup of the test plugin,SAR
[CLEANUP] - Added unit tests for installed version deserialization,SAR
Lots of cleanup and refactoring and testing.  Arrays are solid,SAR
153755 [clean up] Extension point for the clean up wizard - allow to specify default options,SAR
Fixed bug 153755: [clean up] Extension point for the clean up wizard,SAR
Detach templated beans and cleanup TemplateWidget mappings on destruction.,SAR
Even more code-cleanups in Events.,SAR
Tweaked to reduced exposure to issues spotted by FindBugs. Content is no longer java.io.Serializable  as XML is the only supported serialization. Also made the build script clean up the test reports.,SAR
clean up some code,SAR
Cleanup after code review to add tests.,SAR
clean up project creation mechanism,SAR
src cleanup  adding OWASP LDAP escaping,SAR
Clean up chest shop code.,SAR
Package structure cleanup,SAR
Minor cleanup of HttpLoadTest due to (misleading) private baseRul property.,SAR
MAGNOLIA-2245 moved i.m.cms.beans.config.Bootstrapper to i.m.importexport (+ a bit of cleanup),SAR
Cleanup: moving test into sub-package impl,SAR
[SYNCOPE-231][SYNCOPE-289] * Fixing UserService * Removing RestTemplate dependencies from IT tests * Code cleanup,SAR
Order sprint0_4 tests in packages.,nonSAR
ldapadmin - testsuite,nonSAR
First implementation of #SPC-704,nonSAR
478372 - JavaUtilLog setSourceClass and setSourceMethod,nonSAR
Work in progress  intermediate commit.,nonSAR
[ANA-250] [ANA-34],nonSAR
Poprawione wysylanie miali  problem z konfiguracja ustawien serwera poczty.,nonSAR
Now using correct class ITypeDeclaration,nonSAR
Switched CTabFolder/CTabItem to the protocol. - 351945: Migrate widget LCAs to write JSON responses https://bugs.eclipse.org/bugs/show_bug.cgi?id=351945,nonSAR
DOXIA-364:  Guarantee the state of sinks and parsers impl,nonSAR
MNGECLIPSE-1701: artifactid/groupid validation,nonSAR
Altered the JVM Agent to allow for dynamic attach,nonSAR
Internalize some CTF APIs,nonSAR
getHasChilds() -> hasChilds().,nonSAR
*** empty log message ***,nonSAR
MiniMaven: download() can download to a different name now,nonSAR
categories working,nonSAR
initial compiling implementation of writing xml,nonSAR
Able to reconnect after a network loss,nonSAR
refs #123 - polished for qulice 0.1.7  not finished yet,nonSAR
log error listener,nonSAR
TrackMate_: segmenters can now be tuned separately,nonSAR
migrated filter-settings to fxml,nonSAR
Sessions are now wired through to the front-end from the back-end. They are being saved in the filesystem and are accessed via web service calls. ,nonSAR
[misc]Porting 1/2 of CommentTest.java from Selenium1 to Selenium2,nonSAR
Ability to run bot output to a channel through an arbitrary !pipes expression.,nonSAR
ISPN-5630 Port tests from enty retriever to distributed streams,nonSAR
HandlebarsViewResolver should provide a registerHelper method #93,nonSAR
Better handling of erroneous manual commands.,nonSAR
Still pulling everything together conceptually,nonSAR
bug 230314 - open generator to subclassing,nonSAR
98316: re-organize the behavior of output-master-page/output-master-margin/floating-footer.,nonSAR
#29 MGCP stack now checks wether CRCX requests are WebRTC or not  by looking at the LocalConnectionOptions (L).,nonSAR
feat(rest): fetch variables specified in the filter properties,nonSAR
[MONDRIAN-2438] (2) Invalid SQL Generation when using Calculated Members in Compound Slicer with Distinct Count Measures,nonSAR
WeakProfileContainer now wants a plugin reference.,nonSAR
fallback to OWB API - otherwise we need to take some logic on out side which will not be possible soon. Can break some AppComposer tests but we were really broken anyway and in all cases.,nonSAR
#516 some optionals (#536),nonSAR
Undo previous chnages regarding BusEvent,nonSAR
Security finished. Started to code application logic,nonSAR
Reporting locations of macro-definitions in macro-explorer  bug 23540.,nonSAR
HSEARCH-1317 Optimize tail recursion in NRT IndexReader reopening,nonSAR
solve cache issue,nonSAR
export operation code and export cli command,nonSAR
TEZ-2224. EventQueue empty doesn't mean events are consumed in RecoveryService (zjffdu),nonSAR
*** empty log message ***,nonSAR
Cleaned up EC2 separation of concerns and config,nonSAR
Annotate first 500 lines of TestYearMonth,nonSAR
[BISERVER-11433] report designer updates for encoding/decoding/reserved chars,nonSAR
Minor progress with parser,nonSAR
ACCUMULO-802 Cleanup from previous rebases,SAR
* Fixed compilation issue with Hazelcast 3.5 * Fixed dropped future in async mode of SyntheticTest * Made usage of IWorker to get rid of ThreadSpawner and atomic operation counter in SyntheticTest * Cleanup of SyntheticTest and StringStringSyntheticMapTest> to increase checkstyle compliance * Improved JavaDoc of IWorker,SAR
Remove dependency between Request and Route,SAR
moved TaskInvolvementType to interface plus a bit of cleanup,SAR
webadmin: cleanup in DisksAllocationModel,SAR
[nobug] Code cleanup  organize imports  etc.,SAR
[cleanup] apply codestyle,SAR
CHANGED: Reduced the number of File objects held in memory by FileFactory. CHANGED: Added an additional check when saving a file to payload directory of a bag to make sure it is actually saved there. NEW: Added a StopWatch class for measuring time elapsed between its start and stop method calls. Provides basic performance metrics for tasks that use it. NEW: ThreadPoolService now accepts cleanup tasks that are executed during @PreDestroy method. Updated TagFilesService to schedule a write all tag files to disk during cleanup. UPDATED: All storage event tasks to use StopWatch class.,SAR
[cleanup] Applied codestyle,SAR
API cleanup and XML binding using XmlPull,SAR
Added forced cleanup of LeakingApplication in ThreadLocalLeakTest,SAR
(from Wonder 2.0) bunch of fixes/cleanups/etc to stream utils  including nio-based file copying,SAR
Transaction cleanup,SAR
continued cleanup  made tables joined inheritance and matched nullable/sizes,SAR
[cleanup] Applied codestyle,SAR
Clean up packages,SAR
API clean up almost ready,SAR
more cleanup and obsolete code removal,SAR
[resolves #1080] Remove dependency on wildfy security from core feature pack,SAR
Bug fixes and support for mutually exclusive options.  Still a bit rough  but will be easier to clean up after a walker refactoring.,SAR
SHRINKWRAP-323 Cleanup for classpath resolution,SAR
Cleanup test for JUnit 4 compatibility.,SAR
Lots of cleanup / improved exception handling,SAR
Preload backgrounds during population overview gen. Extract common preload functionality into sps-gamelib. Move preloader UI elements into sps-gamelib. Cleanup unpackaged game source code files.,SAR
Source cleanup: Update copyright headers  remove JavaDoc tags @author and @version.,SAR
Fix module structure.,SAR
