Commit message,Class
Refactored CriterionView to be better structured & use ProfilesView,pull up
Refactoring  +TimeStamps added +General refactoring,pull up
Tests refactoring.,pull up
getDeclaringType moved up to be reused   git svn id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3292 51baf565 9d33 0410 a72c fc3788e3496d,pull up
Refactored so that the plugin class contains less lines of code.,pull up
Moved ResultOption handling to OperationMetric,pull up
moved measured inflow into abstract,pull up
177   Add support for Android refactored property loading/writing to be OSGi service based and extensible. The actual android support will be supplied by a plugin,pull up
UI tests refactoring,pull up
Refactored tests hierarchy to simplify adding tests for new bug patterns.,pull up
[HER 1604] Springify/restletify: offer web interface to view/edit beans in running crawl * BeanBrowseResource.java     offers browsing (and limited editting of simple values) of beans in built crawl * JobRelatedResource.java  ReportGenResource.java     refactor for reuse by other job sub resources * JobResource.java     link to job/beans and job/script * DescriptorUpdater.java     helper for marking up PropertyDescriptors to aid UI bean access * CrawlJob.java     don t auto instantiate context on request * EngineApplication.java     add uri routes * FetchHTTP.java  BdbCookieStorage.java  LongWrapper.java WorkQueueFrontier.java  BdbUriUniqFilter.java    improve display when browsed (esp. before launch),pull up
HV 1239 Moving shared code up to CascadableConstraintMappingContextImplBase,pull up
Refactor query and creation fetcher,pull up
Benchmark stages now separated into their own namespaces  * removed all the separate symlinks to XSD files; replaced by single symlink to schema directory * moved radargun 3.0.xsd to radargun benchmark 3.0.xsd (fits better to the urn:radargun:benchmark:3.0 namespace) * moved radargunScenario 3.0.xsd to radargun scenario 3.0.xsd and changed the namespace to urn:radargun:scenario:3.0 * core stages are now in radargun core 3.0.xsd * reduced code dependency on Directories.LIB_DIR; AnnotatedHelper renamed to ClasspathScanner  now scanning whole classpath,pull up
Bugfix  dockablesRepositioned was not called by StackDockStation and FlapDockStation on a call to move()  git svn id: http://svn.javaforge.com/svn/DockingFrames/trunk@671 3428d308 0d2e 0410 b3d4 94d0fefcacdf,pull up
Removed the useless inner Invokedtask interface  and renamed the InvokedTaskImpl to InvokedTask.  git svn id: https://svn.apache.org/repos/asf/mina/trunk@708228 13f79535 47bb 0310 9956 ffa450edef68,pull up
more refactoring,pull up
Add MojoSupport to sort out the common setup exception handling/cleanup muck. Refactor MojoLogger so that we can make this a final field reference.,pull up
Added support for HazelcastWorkManagedContext   working on task re balancing... not done... just switching machines   Starting a Refactor using the new ManagedContext to allow me to                                                                                                                                                                                                                                                                 simplify the internal API,pull up
Update version 0.1.1 SNAPSHOT.  commit dde54b61f6641d933d2f9073d8aa617d8d075a55 Author: Toshiki Takeuchi <take@xcoo.jp> Date:   Fri Mar 30 21:44:03 2012 +0900      Add CMYKColor class.     Add 2 enum classes for texture.  commit 5afbef4651220c3790fc5705da74aa1af78d3319 Author: Toshiki Takeuchi <take@xcoo.jp> Date:   Fri Mar 30 01:41:39 2012 +0900      Integrate mouseWheelEvent with mouseEvent.  commit 4aab2d45d5f9328927fab01240b89f572f9081ec Author: Toshiki Takeuchi <take@xcoo.jp> Date:   Thu Mar 22 20:24:17 2012 +0900      Fix a bug of SQL.     Modify ArrayList of GraphicsObject to CopyOnWriteArrayList.  commit 080c5192978a4cbf710447a73c9e80d87fb510d6 Author: Toshiki Takeuchi <take@xcoo.jp> Date:   Tue Mar 20 12:19:39 2012 +0900      Update pom.xml to use latest OpenNI and NITE.  commit 9ace0525d9f4d14a21704df1a71dc721c9cc0487 Author: Toshiki Takeuchi <take@xcoo.jp> Date:   Tue Mar 20 10:41:01 2012 +0900      Modify Trackball.  commit 78ab5ddfdd84e748131de12487e4fe6cbc4a0f5f Author: Toshiki Takeuchi <take@xcoo.jp> Date:   Fri Mar 16 00:49:27 2012 +0900      Add Mouse class.  commit a3152207d195bf41af6369b2beadd4f99d16442a Author: Toshiki Takeuchi <take@xcoo.jp> Date:   Thu Mar 15 16:13:46 2012 +0900      Fix a reshape bug.  commit 396afe9e46e2e505b45303a40de89d32db12f12e Author: Toshiki Takeuchi <take@xcoo.jp> Date:   Sat Mar 10 18:32:31 2012 +0900      Add reset method to Trackball class.     Refactoring Applet and CursorMode classes.  commit 1bfbab9ddc3c23ffa4cfaf653a179dda062537e6 Author: Toshiki Takeuchi <take@xcoo.jp> Date:   Sat Mar 10 15:16:34 2012 +0900      Add Trackball class.  commit 7e113c4d3fadf7df01dcadd472f471a00db5c9d5 Author: Toshiki Takeuchi <take@xcoo.jp> Date:   Fri Mar 9 14:37:34 2012 +0900      Fix Box class.  commit 01fe299dbb2ef0c2ef24b1da46c3888d559edaa1 Merge: 5022846 55ed6df Author: Yuki Ban <yuki@xcoo.jp> Date:   Wed Mar 7 09:09:37 2012 +0900      Merge branch  dev  of github.com:casmi/casmi into dev  commit 50228467f0fb686e92ce517772c4e5372cff5cef Author: Yuki Ban <yuki@xcoo.jp> Date:   Wed Mar 7 09:09:28 2012 +0900      Modified TimeLine class  commit 55ed6df1f21a258ec3ced88677de2d08ca5cb2cf Author: Toshiki Takeuchi <take@xcoo.jp> Date:   Tue Mar 6 14:22:05 2012 +0900      Remove warnings of CPopup.  commit d5663c385afd986f24ce55fed7ac64b02193452b Author: Toshiki Takeuchi <take@xcoo.jp> Date:   Fri Mar 2 14:51:54 2012 +0900      Add license and javadoc comments.  commit 096fec8a5adf5504068eac0b4fba49275c09009b Author: Yuki Ban <yuki@xcoo.jp> Date:   Fri Mar 2 14:35:54 2012 +0900      Modified selection buffer  commit 3cf0da85cd3259f38309dc1f5463f0f0abdc74e3 Author: XcooDev <developer@xcoo.jp> Date:   Sat Feb 25 23:37:00 2012 +0900      add synchronized block in rendering  commit b05135396611aa4409d9ca1690f6331604427aad Merge: 4df978d 8ba4300 Author: XcooDev <developer@xcoo.jp> Date:   Sat Feb 25 22:28:24 2012 +0900      Merge branch  dev  of github xcoo:casmi/casmi into dev  commit 4df978d2d072a24bced11e61b192a8515c2de92c Author: XcooDev <developer@xcoo.jp> Date:   Sat Feb 25 22:28:02 2012 +0900      add function to show a alert dialog box  commit 8ba430072ab801e1b1ed1ce337cb1d5b8424e4eb Author: Toshiki Takeuchi <take@xcoo.jp> Date:   Sat Feb 25 21:24:01 2012 +0900      Refactoring some classes.  commit 2e250a563c4efc9e2b2abb892ebb266ef6e7a93b Author: XcooDev <developer@xcoo.jp> Date:   Sat Feb 25 19:26:10 2012 +0900      fix bug in Polygon class  commit c29f1f1167281c5fd306618b2c76a25675872275 Author: Toshiki Takeuchi <take@xcoo.jp> Date:   Sat Feb 25 17:54:35 2012 +0900      Add GrayColor class.  commit 1f7a40470439fda330cffb15bce51bbd282dd92a Author: XcooDev <developer@xcoo.jp> Date:   Sat Feb 25 17:53:28 2012 +0900      fix bug in Line class  commit 578f12c89869ab394a5595817e3fd0197890d21c Author: Yuki Ban <yuki@xcoo.jp> Date:   Wed Feb 22 15:23:57 2012 +0900      add Mouse Wheel Event.  commit e46b2a55bc08505f11ff6f64533c861f61defef7 Author: shigeodayo <shigeo.yoshida.shigeo@gmail.com> Date:   Fri Feb 17 14:59:17 2012 +0900      Add CPopupmenu      Add CPopupmenu  easy to create popup menu.  commit ce5bf19848573173440f03a0dc08da8cfd1e8701 Author: Toshiki Takeuchi <take@xcoo.jp> Date:   Fri Feb 17 13:18:33 2012 +0900      Fix bugs about Primary Key and Short/Long type.  commit 18c992fe2121a6538f0aa33a8035ff0af1f516c3 Author: Toshiki Takeuchi <take@xcoo.jp> Date:   Tue Feb 14 05:11:16 2012 +0900      Divide Color class to three classes (Color interface  RGBColor class  HSBColor class).     Remove ColorMode.     Refactoring many sources.  commit 469f0e6cd6d5985e799e54ca87892c2620685872 Author: XcooDev <developer@xcoo.jp> Date:   Thu Feb 9 17:29:17 2012 +0900      fixed version reference in README  commit 814de6bf236f866956003c9e72073ca5caf26103 Author: Toshiki Takeuchi <take@xcoo.jp> Date:   Sat Feb 4 17:07:36 2012 +0900      Update version to 0.1.1 SNAPSHOT.  commit 58b4744ef60cc435965aec28e40c639948637270 Author: Toshiki Takeuchi <take@xcoo.jp> Date:   Sat Feb 4 16:46:46 2012 +0900      Rename Roundrect.java to RoundRect.java.     Add maven compiler plugin version to pom.xml.  commit b31e6ae4be80737254690e05086121de8652a955 Author: Yuki Ban <yuki@xcoo.jp> Date:   Sat Feb 4 15:16:20 2012 +0900      Add repeat function to TweenGroup  commit 50c6950486df6bbf13a6c6c236ce2fffe2b5f85e Author: Toshiki Takeuchi <toshiki@Prima Alice.local> Date:   Sat Feb 4 14:31:09 2012 +0900      Add a repository icon.,pull up
cleaned up the profusion of methods in OrientDB implementation. Removed exists()  open()  create() and put all that functionality into the constructor. Trying to keep the implementation as specific to Blueprints as possible so as not to allow users to depend on non interface based methods. TransactionsTestSuite still causing a problem with concurrent modification of HashMap.,pull up
Implement a conversationDate property. Also remove duplicated code from the implementations of ConversationModel,pull up
Refactoring node visit with class checking.,pull up
Move  people  field from Item to Description in simple model,pull up
refactored uploading to attempt upload 5 times (rather than connection),pull up
* Added an abstraction layer for connectionless polling acceptors   AbstractPollingConnectionlessIoAcceptor * DatagramAcceptor now extends AbstractPollingConnectionlessIoAcceptor    git svn id: https://svn.apache.org/repos/asf/mina/trunk@596909 13f79535 47bb 0310 9956 ffa450edef68,pull up
refactoring etc,pull up
Extract the main bindingimpl/factory implementation of ProviderMethod into an abstract base class.  This is a prefactoring for moving multibinders into the core.  All the multibinder factories will share a lot in common with ProviderMethods * They are ProviderInstanceBindings * The providers implement ProviderWithExtensions * The  userSuppliedProvider  is a bit of a misnomer  so we provide a standard   implementation  This also removes the ProviderLookups from every ProviderMethod  which were pretty much unneeded.                Created by MOE: https://github.com/google/moe MOE_MIGRATED_REVID 129401048,pull up
Merged revisions 20025 20055 20062 20109 20140 20158 20164 20165 20170 20171 20218 20220 20246 20247 20283 20321 20323 20441 20467 20486 20490 20510 via svnmerge from https://svn.jboss.org/repos/richfaces/branches/RF 8742 1  ........   r20025 | alexsmirnov | 2010 11 10 14:36:12  0800 (Wed  10 Nov 2010) | 2 lines      CODING IN PROGRESS   issue RF 9799: CSV code review    https://jira.jboss.org/browse/RF 9799 ........   r20055 | alexsmirnov | 2010 11 15 16:20:58  0800 (Mon  15 Nov 2010) | 3 lines      CODING IN PROGRESS   issue RF 9799: CSV code review    https://jira.jboss.org/browse/RF 9799   validator impl project removed ........   r20062 | alexsmirnov | 2010 11 16 16:13:58  0800 (Tue  16 Nov 2010) | 2 lines      CODING IN PROGRESS   issue RF 9799: CSV code review    https://jira.jboss.org/browse/RF 9799 ........   r20109 | alexsmirnov | 2010 11 18 16:24:09  0800 (Thu  18 Nov 2010) | 2 lines      CODING IN PROGRESS   issue RF 9799: CSV code review    https://jira.jboss.org/browse/RF 9799 ........   r20140 | alexsmirnov | 2010 11 22 15:44:11  0800 (Mon  22 Nov 2010) | 2 lines      CODING IN PROGRESS   issue RF 9799: CSV code review    https://jira.jboss.org/browse/RF 9799 ........   r20158 | pyaschenko | 2010 11 24 05:31:12  0800 (Wed  24 Nov 2010) | 2 lines      http://jira.jboss.com/jira/browse/RF 9329   DoubleRangeValidator  LongRangeValidator and tests was added ........   r20164 | alexsmirnov | 2010 11 24 15:17:41  0800 (Wed  24 Nov 2010) | 2 lines      CODING IN PROGRESS   issue RF 9799: CSV code review    https://jira.jboss.org/browse/RF 9799 ........   r20165 | alexsmirnov | 2010 11 24 15:24:52  0800 (Wed  24 Nov 2010) | 1 line      remeve accidently added folders ........   r20170 | pyaschenko | 2010 11 25 06:19:25  0800 (Thu  25 Nov 2010) | 3 lines      http://jira.jboss.com/jira/browse/RF 9329   RegexValidator and tests was added   bugfix ........   r20171 | pyaschenko | 2010 11 25 07:28:35  0800 (Thu  25 Nov 2010) | 2 lines      http://jira.jboss.com/jira/browse/RF 9329   RequiredValidator and tests was added ........   r20218 | alexsmirnov | 2010 11 29 15:32:20  0800 (Mon  29 Nov 2010) | 2 lines      CODING IN PROGRESS   issue RF 9799: CSV code review    https://jira.jboss.org/browse/RF 9799 ........   r20219 | alexsmirnov | 2010 11 29 16:05:46  0800 (Mon  29 Nov 2010) | 2 lines      RESOLVED   issue RF 9565: Optimize JavaScript utils   https://jira.jboss.org/browse/RF 9565 ........   r20220 | alexsmirnov | 2010 11 29 16:36:07  0800 (Mon  29 Nov 2010) | 2 lines      CODING IN PROGRESS   issue RF 9612: Create JSF 2.0 resource loading extension to dynamically add scripts and its dependencies.    https://jira.jboss.org/browse/RF 9612 ........   r20246 | alexsmirnov | 2010 11 30 16:40:36  0800 (Tue  30 Nov 2010) | 2 lines      CODING IN PROGRESS   issue RF 9612: Create JSF 2.0 resource loading extension to dynamically add scripts and its dependencies.    https://jira.jboss.org/browse/RF 9612 ........   r20247 | alexsmirnov | 2010 11 30 16:41:27  0800 (Tue  30 Nov 2010) | 2 lines      CODING IN PROGRESS   issue RF 9612: Create JSF 2.0 resource loading extension to dynamically add scripts and its dependencies.    https://jira.jboss.org/browse/RF 9612 ........   r20283 | alexsmirnov | 2010 12 01 16:50:34  0800 (Wed  01 Dec 2010) | 2 lines      RESOLVED   issue RF 9612: Create JSF 2.0 resource loading extension to dynamically add scripts and its dependencies.    https://jira.jboss.org/browse/RF 9612 ........   r20321 | alexsmirnov | 2010 12 02 15:10:02  0800 (Thu  02 Dec 2010) | 2 lines      RESOLVED   issue RF 9612: Create JSF 2.0 resource loading extension to dynamically add scripts and its dependencies.    https://jira.jboss.org/browse/RF 9612 ........   r20322 | alexsmirnov | 2010 12 02 16:26:26  0800 (Thu  02 Dec 2010) | 2 lines      CODING IN PROGRESS   issue RF 9799: CSV code review    https://jira.jboss.org/browse/RF 9799 ........   r20323 | alexsmirnov | 2010 12 02 16:28:30  0800 (Thu  02 Dec 2010) | 2 lines      RESOLVED   issue RF 9612: Create JSF 2.0 resource loading extension to dynamically add scripts and its dependencies.    https://jira.jboss.org/browse/RF 9612 ........   r20441 | alexsmirnov | 2010 12 07 16:59:05  0800 (Tue  07 Dec 2010) | 2 lines      CODING IN PROGRESS   issue RF 9217: CSV: development tests for client side(qunit)    https://jira.jboss.org/browse/RF 9217 ........   r20467 | alexsmirnov | 2010 12 08 16:56:15  0800 (Wed  08 Dec 2010) | 2 lines      CODING IN PROGRESS   issue RF 9217: CSV: development tests for client side(qunit)    https://jira.jboss.org/browse/RF 9217 ........   r20486 | alexsmirnov | 2010 12 09 10:51:56  0800 (Thu  09 Dec 2010) | 2 lines      CODING IN PROGRESS   issue RF 9217: CSV: development tests for client side(qunit)    https://jira.jboss.org/browse/RF 9217 ........   r20490 | alexsmirnov | 2010 12 09 18:25:27  0800 (Thu  09 Dec 2010) | 3 lines      RESOLVED   issue RF 9217: CSV: development tests for client side(qunit)    https://jira.jboss.org/browse/RF 9217 ........   r20510 | alexsmirnov | 2010 12 10 10:21:31  0800 (Fri  10 Dec 2010) | 2 lines      CODING IN PROGRESS   issue RF 9217: CSV: development tests for client side(qunit)    https://jira.jboss.org/browse/RF 9217 ........,pull up
[core] Move returncode handling to OneMeasurement  * returncodes  > OneMeasurement * HashMap  > ConcurrentHashMap  Closes gh 353,pull up
Refactored  to fix broken unit test (issue with cross package access of package private data).  Result is even cleaner than before.,pull up
Saving work. Added default width/height to preferences. Fixed ShapeStyle preference persistence. Fixed Lane moving algorithms. Factored out some more stuff from ModelHandler that is only used in MoveLaneFeature. Started adding context menu to Outline viewer.,pull up
Dependency Fixing: Added LaxHttpParser which can be used explicitly when using the lax header parsing functionality. Added HttpParser which just extends LaxHttpParser in the original httpclient package to avoid breaking compatibility with code which may still reference HttpParser. Explicit commons code changed to use LaxHttpParser in arc/warc record reading,pull up
A few small code cleanups and simplifications.,pull up
minor refactoring,pull up
Moved cookie code fix for WO5.1 to Common Framework and refactored Application.java in main app,pull up
"NXCM 5194: Moving method level up  Initially I thought I ll need """"release"""" to be run in the staging scenario but I realized this is not the case. Closed staging repo is just fine as everything else ",pull up
Major refactoring for PropertyDescriptors.  Changes include:  1) Genericization of PropertyDesciptors  which facilitates the DRY principle 2) Split multi valued PropertyDesciptors into separate classes  to take full advantage of Generics 3) Remove simple String property accessors from the Rule interface  only PropertyDescriptor are supported now 4) Properties are defined via Rule.definePropertyDescriptor(PropertyDescriptor) interface  normally called in a Constructors 5) RuleSet XML enhanced to support PropertyDescriptor defining 6) RuleSetFactory and RuleSetWriter account for the more robust property definitions 7) All RuleSet XMLs corrected to move definitions to Java classes where needed  and to including necessary Type information where missing   git svn id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@6431 51baf565 9d33 0410 a72c fc3788e3496d,pull up
Moved getter and setter for layout to AppenderBase.  Removed unused methods from subclasses,pull up
Aravind/Sharvani |  00 | Removed ReportGateway interface.,pull up
Refactoring and cleanup f the index deligate code.,pull up
NXP 19061: refactor test and introduce base class,pull up
RFC 7231: redesign of HTTP authenticator and related classes  git svn id: https://svn.apache.org/repos/asf/httpcomponents/httpclient/trunk@1689155 13f79535 47bb 0310 9956 ffa450edef68,pull up
OPEN   issue FLEXMOJOS 140: Move test runner into a separated component  https://issues.sonatype.org/browse/FLEXMOJOS 140,pull up
Refactor client into TwilioClient and extend it for subdomains,pull up
Merged decorator refactoring branch  git svn id: https://svn.apache.org/repos/asf/httpcomponents/httpclient/trunk@1370953 13f79535 47bb 0310 9956 ffa450edef68,pull up
Removed JdbcConnectionCloseOperationCollectionAspectTest testCloseException due to JDK version behavior issues  * There are some weird behavior issues between 1.7.0_10 and 1.7.0_15,pull up
NXP 7453: add AbstractActivityPageProvider to be extended by PageProvider handling activities. Migrate JSON generation of Mini Messages into MiniMessageHelper,pull up
rhbz1139950   move method to parent class,pull up
SC 123 view definition refactoring,pull up
Extended FunctionParser to work for Boolean and Double data types and renamed multiplexer model packages.,pull up
made an abstract BaseDatabaseConnection that can be extended for various ways of setting up connections,pull up
Refactored last 2 tests to use common base class,pull up
refactoring df4j nio* continued.,pull up
fixed new API stub generation: completely forgot about member annotations! Some refactoring later  model and code generator are able to handle them.,pull up
Refactor backends to use PermissionData architecture  use Lists instead of arrays in a lot of places,pull up
SGF 289   Enumeration restrictions (xsd:enumeration) should be avoided in the XML schema.  Removed the  evictionActionType  XSD simple type definition and subsequently  all EvictionAction enumeration restrictions on all SDG Region element types in the SDG XML namespace (e.g. gfe:partitioned region) that define and declare an eviction policy and corresponding  action .  In addition  performed refactoring and cleanup on serveral new SDG enumeration types  like EvictionType and ExpirationActionType  along with the corresponding Converter implementations and bean properties on their respective FactoryBeans (EvictionAttributesFactoryBean and ExpirationAttributesFactoryBean).,pull up
Refactor OAuth2 tests and write test for eventbrite,pull up
"Enhance mismatched block  stache errors  Previously we only highlighted the close mustache in the case of a mismatch  and we did not provide a quick fix (which users probably expect if they are used to the XML/HTML editing capabilities).  Move the mismatch detection out of the parser and into an Annotation object (and """"Inspection"""") and add quick fixes for making the names match.  Also smarten up the check to cover complex ids.  Previously we were only ensuring that """"foo"""" matched in """"{{ foo.bar}}{{/foo.baz}}"""" and hence missing errors in cases like these. ",pull up
Move getGlobalArtifact() one level up,pull up
Split the calculation cohort definition into regular and date based calculations * Added unit tests for the evaluator * Moved report unit tests into the correct packages,pull up
implemented subqueries and refactored model.,pull up
Statistics & Reporting * all stats now account either to: ** tests   these provide operations statistics  can include more iterations ** timeline   information about events / property values during whole benchmark execution * operations are generic: any call to trait s method may be an operation * reporting moved to separate modules ** providing default reporter module with CSV and HTML reporters * displaying histograms is TODO * operations for MapReduce and DistExec are TODO (+ minor fixes in other parts),pull up
336555 moved core ui code to a separate bundle  Signed off by: Igor Fedorenko <igor@ifedorenko.com>,pull up
Refactor.,pull up
OOZIE 734 Simplify Kerberos/HadoopAccessorService code and remove Kerberos/DoAs code (tucu)  git svn id: https://svn.apache.org/repos/asf/incubator/oozie/trunk@1297282 13f79535 47bb 0310 9956 ffa450edef68,pull up
Added one more class to move the charting logic there. This is the kind of code where you have to wonder if Java is really helping or getting in the way.,pull up
SGF 408   Provide support in the SDG XML namespace to load a pre defined data set using GemFire Snapshot Service for development and testing purposes.  Refactored the SnapshotApplicationEvent into 2 separate ApplicationEvent classes to handle import and exports. Refactored the SnapshotServiceFactoryBean class to handle import/export SnapshotApplicationEvents in onApplicationEvent(:SnapshotApplicationEvent). Added integration tests for the archive file handling capabilities of the SnapshotServiceFactoryBean.SnapshotServiceAdapterSupport class. Added additional unit tests.,pull up
added list of experimental designs to the IDF views,pull up
o Refactoring: Extract abstract super class.  git svn id: https://svn.apache.org/repos/asf/maven/plugins/trunk@1056100 13f79535 47bb 0310 9956 ffa450edef68,pull up
* Loader dialog:    added Z and T range selection    added channel selection    added resolution level selection    improved preview loading * Saver dialog:    removed Z and T range selection (better to do adjust range before)    added SaverOptionPanel for easier setting definition    setting are now preserved in XML preferences.    display warning if output format can loss information (conversion is now automatically done) * Loader:    added checkOpening(..) method to check we have enough resource to open an image    added methods to load only sub part (Z  T and C) and sub resolution of the image.    fixed issues while using Importer on non image files.    many changes in general  new methods  refactoring... * Bio Format importer:    added multi thread support.    added tile loading for large image and sub resolution loading.    better thumbnail loading. * Saver:    added many new methods to check compatibility image writing compatiblity.    reverted channel combination for 3 channels image saving in TIF format (better for RGB image preview)    methods doing Z/T range saving operation are now deprecated (better to do it before)    added method getCompatibleSequenceForWriter(..) to automatically convert a Sequence so it can be save by a given writer (possible data loss) * ROI3D: added add(..)  exclusiveAdd(..)  intersects(..) and subtract(..) operations * ROIUtil: added split(ROI  Line2D) to cut/split a ROI from a given Line2D * GUI: reorganized  File & ROI tools  menu    added  open region  command to load a specific region of an image at a given resolution level.    added ROI 2D to 3D stack conversion    added ROI Shape to Mask conversion    added ROI Mask to Shape conversion    added ROI component separation tool    added ROI line cutter tool * Sequence:    added position X  Y  Z information (metadata)    added  origin  resolution  XY region  Z range  T range  channel information (when loading sub part of an image)    added getOutputBaseName() / getOutputExtension() and getOutputFilename() to obtain wanted output filename given  origin  informations    trying to load too large array of data throw a TooLargeArrayException exception * SequencePersistent: added isValidXMLPersitence(..) methods * SequenceUtil:    sequence merging operation is now possible with Sequence of different type.    fixed possible memory leak issues with some methods    better colormap / metadata preservation    added getOriginPoint(..) / convertPoint(..) for point position conversion operation    added getOriginRectangle(..) / convertRectangle(..) for rectangle position conversion operation * AbstractImageProvider / PluginSequenceFileImporter / PluginSequenceIdImporter :    improved default getThumbnail(..) implementation    added getImageByTile(..) method to load an image by tile (useful for large image) * IcyBufferedImage:    trying to load too large array of data throw a TooLargeArrayException exception    added copyData(array  ..) method to copy data from an array * IcyBufferedImageUtil: added fast downscaleBy2(..) methods to quickly downscale image by a factor of 2 * SystemUtil: reworked a bit memory methods  they should return more accurate values.    getJavaFreeMemory() return the total amount of free memory available to the JVM     getJavaMaxMemory() return the maximum amount of memory the JVM will attempt to use     getJavaAllocatedMemory() return the memory currently *allocated* by the JVM    getJavaUsedMemory() return an estimation of the memory currently *used* by the JVM    getJavaTotalMemory() is deprecated (replaced by getJavaAllocatedMemory()) * ROIDescriptor: added getDescriptor(descriptors  descriptorId) method * MetaDataUtil: replaced OMEXMLMetadataImpl class by OMEXMLMetadata (more generic  check if that bring issue) * ImageJUtil: added convertToIcyBufferedImage(..) method to convert a single image from an ImagePlus to an IcyBufferedImage * Polygon3D / Polygon2D / Polyline2D: fixed adding new point on an empty Polygon / Polyline * Improved memory usage estimation in memory monitor. * DefaultSequenceEdit: default undo operation on Sequence also preserve ROI and Overlays now (reference only) * added Rectangle2DUtil and Line2DUtil classes. * many bug fixes. * several tweaks and optimizations. * some code cleanup.,pull up
Changing reference lookup and moving it to the first position,pull up
Refactored remaining usages of fees and taxes to use transaction units  Issue:  14,pull up
Commiting the code of v1.3    New Features: Custom commands now use my parser Added entity data (e.g. one can now use angry wolves  powered creepers  different villagers  etc.) Added a /skript reload command to reload the main config and all scripts Added expressions  last spawned entity  and  line   of <block>   whereas the latter can currently only be read and cleared  but not set    Changes:  Trigger files  are now called  scripts   end in  .sk  and are located in the  scripts/  folder The main config also now ends in  .sk  Variables are now stored in a csv file Merged right and leftclick into one event such that one can now use  on click on ...   The entity/player/etc.  cannot be used in damage events anymore  one has to use  attacker  or  victim  respectively Several changes in the API  e.g. removed LoopExpr   all expressions can now be looped Block loops now loop from bottom to top and not from left to right (whatever  left  or  right  is)  Argument    can now also be accessed as  argument <type>  or  <type> argument   e.g.  arg player  or  player argument   Targeted block  is now stored during an event  resulting in faster execution and no unexpected results when changing any blocks in the player s LOS. The current targeted block can still be accessed with  future targeted block  or  targeted block will be/will not be/etc. .    Fixes: Fixed CheckedIterator and BlockSphereIterator (and AABB for that matter) Skript now throws an error if it is reloaded by some plugin manager that doesn t reload the plugin like CraftBukkit does Fixed inventory handling  e.g.  can hold  does not change the inventory anymore Improved the handling of items that have multiple IDs  e.g. cauldron block/item or redstone torch on/off The parser doesn t exit anymore if an expression s init() method printed an error  allowing for more complex patterns Fixed expressions   and  state   most expressions don t even have it and others inherit it from others Fixed furnace slots Fixed clickint on air not being checked for being cancelled by other plugins correctly Fixed clicking on an entity causing 2 click events   one for the entity and one for air Fixed ambiguity of variables that have expressions in their name Fixed not being able to heal or damage an entity by    hearts  Fixed the expression    of <item>  conflicting with ItemType s    of <alias>  And many other small fixes    Drafts: Added drafts for unit testing    Known Issues: The default location of many block events is at an entity and vice versa. I know the cause but not how to fix this tidily. The damage in damage events is still the raw damage  i.e. without any armour/critical/enchantment modifidicators applied.,pull up
starting to refactor showcase,pull up
Created a superclass BaseContainerBlock for all the things shared between Chests and Furnaces (which is pretty much everything).  Also fixed a small typo in Sign.toString (had one %d too many)  and removed a few function duplicates I had missed.,pull up
"* Canvas:    mouse canvas position moved in base IcyCanvas class.    2D mouse image position moved in IcyCanvas2D class. * IcyTextField : removed the consumeCharKeyPressEvent property. * IcyFrame: added getInputMap(..) and getActionMap() methods. * ROI:    general performance improvement on draw and mouse events.    removed useless mouse position information. * fixed shift combination shortcuts accidently enabled on text fields. * better headless support. * fixed wrong """"null sequence"""" report. * limited maximum memory to 1024 MB for 32 bits JVM to reduce the """"cannot create native thread"""" error. * minors others fixes.",pull up
Begun refactoring towards making WAR deployable.,pull up
Moving tests around  nothing important.,pull up
Refactor variables resolving  allow custom variable parser implementations  update test cases. Signed off by:  <ghislain.touratier@gmail.com>,pull up
deprecation  fixed a few MOVEMes   Added ERXToManyQualifer   implemented evaluateWithObject on ERXInQualifier,pull up
Convert generation of JS to listener. Compiles. Tests green. Needs cleanup.,pull up
DefaultDifferenceEngine removed.,pull up
[OPEN HUDSON 6227] Allowing view path not to be the same as view tag Refactoring : include most cleartool commands under ClearTool abstraction. Removed most of specific implementations of ClearTool to centralize in CleartoolExec   git svn id: https://hudson.dev.java.net/svn/hudson/trunk/hudson/plugins@32008 71c3de6d 444a 0410 be80 ed276b4c234a,pull up
Removed end condition interfaces: unnecessary complexity.,pull up
morphology implementation for text display + removing apache commons,pull up
FACES 1805 Develop alloy:inputText component (extend generated base class for consistency),pull up
removed reduntant part of all S3 functions to class S3Function,pull up
Moved toKeyStrokes() to VimTestCase,pull up
[SUREFIRE 592] Partial refactoring  o Need to refactor further to remove isolate the extra dummy accessors in each of the three mojos  git svn id: https://svn.apache.org/repos/asf/maven/surefire/trunk@945127 13f79535 47bb 0310 9956 ffa450edef68,pull up
[FIXED HUDSON 4674] Added support for creation/removal of dynamic views  and tweaks to view removal when a job is deleted/renamed or workspace is wiped.  git svn id: https://hudson.dev.java.net/svn/hudson/trunk/hudson/plugins@22953 71c3de6d 444a 0410 be80 ed276b4c234a,pull up
moving setEditingContext()/setObject()/locking up to ERD2WPage,pull up
clean up,pull up
[NGRINDER 713] Remove the unncessary local agent db query.,pull up
WIP: Refactor of candidate services  This now uses the new authentication filter  and I ve converted the existing session token idea so that it works like an XSRF token.  Needs testing and tidying next.,pull up
