Commit message,Class
Multiple code improvements - squid:MethodCyclomaticComplexity  squid:S00119  squid:S134  squid:RedundantThrowsDeclarationCheck  squid:SwitchLastCaseIsDefaultCheck  squid:UselessParenthesesCheck,internal
Moved worker thread spawner into new method (NPath Complexity is 80 (max allowed is 50)).,internal
SONARPHP-664 Correct Cyclomatic Complexity implementation (#172),internal
ASNN-719 Moving method that's only used in a single producer to that producer so we can finish decoupling AssignmentSubmissionBean from non-grading pages,internal
Rename new grammar class and new complexity visitor,internal
Factored out useless cell value abstraction,internal
MNG-5871 refactoring: put url extrapolation algorithm in inheritance model merger,internal
Standarize solution and entity classes annotation inheritance behaviour + Check interfaces too. + add unit tests,internal
413155 refactor HttpTransportOverSPDY to fix some bugs and reduce cyclomatic complexity,internal
SB-713:  LayoutProviders draft implementation using Path abstraction,internal
replaced jersey w/Uris & UriTemplates; removed complexity in url encoding and edge cases like matrix params,internal
ACT-696: Added inheritance for TaskPage,internal
EST-257: refactoring inheritance hierarchy,internal
Refactoring  * move ASHelper methods to appropriate classes (to ensures abstraction)  * rename WS_ENDPOINTS_KEY -> JAXWS_ENDPOINTS_KEY  * getJaxwsPojos & getJaxwsEjbs should never return null collection,internal
Tweaks to tests  BasePerson class  common inheritance to test classes  tweaks to complex/simple type detection.,internal
EXOJCR-350 : Enable plugability of management layer : first pass of decoupling  need more work,internal
JBIDE-9763 https://issues.jboss.org/browse/JBIDE-9763 When building inheritance for parameted types  resolved parameters are reused from base types.,internal
Better encapsulation inspired by AbstractCRPDBTest.configureEntities (configuration of entities mixed with db configuration),internal
Reduced complexity in getIgnoredFields(),internal
[core kraken coinmate] removed additional data map from Trade  replaced it with KrakenUserTrade  added inheritance to Trade.Builders  renamed Coinmate integration test classes,internal
reducing complexity by introducing intermediary abstraction (removing reference to RestClient from commands),internal
Added person connection abstraction.,internal
Removed coupling between XT Ajax and Prototype: + Prototype-specific actions have now their proper package. + Two different directories for JS libs: core and opt.,internal
changed inheritance and moved stuff to ERXComponent,internal
Analyse: Indirect inheritance associations are reported now; also indirect-indirect inheritance associations are reported (recursivly).,internal
More work on abstraction.,internal
Removed abstractions - we're only supporting Bukkit API,internal
https://jira.jboss.org/jira/browse/JBIDE-3628 - Plugins should be .jar's not directories for efficiency sake to make Plug-ins were converted to jars: jsf jsf.ui jst.web jst.web.ui jst.web.tiles jst.web.tiles.ui jst.jsp common.projecttemplates,external
Refactored and improved performance of validator generator,external
use File creation date for better accuracy,external
Added @ContextParameterObserver event functionality with examples,external
Refactor of XMPPChatClient for generality and simplicity,external
CARE #85: Performance test engine,external
* code cleanups + Tcl keyword  parser extensibility,external
implemented functionality for send_on_all_interfaces and send_interfaces,external
Adding and Fixing functionality,external
Use the FringeTile multi-image functionality to allow different base tilesets to simultaneously fringe upon another base.,external
GWT remote poller app refactor for performance and testing,external
- kie-remote rest API documentation/readability (REST/JAX-RS annotation clean up),external
User can touch the clusterized diffs on result picture and they are fading. Need to be improve the layout and add saving functionality.,external
Performance optimization of annotation processing/handling,external
Brought in old JUnit4ClassRunner for compatibility. Renamed new JUnit4ClassRunner to BlockJUnit4ClassRunner.,external
Added Queries.returns(). Renamed all() to any(). Excluded SourceConsumer from source tracing. Added performance check for indexing. Set version # to 1.0rc1.,external
Method name change to avoid confusion with visibility: hidden / Don't create empty inline boxes after all (inline layout will ignore them anyway) / Robustness improvements to generated content (treat display: table/table row groups/table-row as regular block boxes),external
Rename MulticastMain and PerformanceMain to PerfTest and PerfTestMulti.,external
MEDIUM: Fixed old code generator because it is still needed for a while. Backward compatibility shall be maintained,external
Adding functionality to upgrade/downgrade version of webdriver,external
Add ThreadLocal cache to proxies to improve performance,external
Deprecating old api key classes and moving functionality over to new api key resources.,external
224364: re-enable fix after performance improvements from Markus,external
Major performance update,external
Add a new window in time for event occurrences: the year  so that this new functionality provided by the Almanach EJB can be directly used for rendering event occurrences in the current year instead of using the overloaded getListRecurrentEvent() method. It stays the AlmanachPdfGenerator to update with this new feature. In todo: add a message waiting during the load of occurrences in a given period (weekly  monthly or yearly),external
- Summary: [Chart usability spec#2.5]UI refinement of Axis title/label,external
XLCLOUD-216 user creation functionality for selected account [vcms-gui],external
completed missing functionality from idmconsole example,external
XRENDERING-187: Implement a Rendering Compatibility Test Suite * Add inherit for the HTML syntax * Provide safety to make the test not applicable if no parser or renderer exists for the syntax,external
seperated functionality to make the update procedure easier to understand,external
ISIS-1411: removing DomainObjectContainerResolve helper class (inlining its functionality); removing inner interfaces only implemented by PersistenceSession.,external
Performance tuning,external
MiniMaven: refactor a bit for readability,external
Slightly reduced duplicate code.,code smell
refactor discovery to use the new Pinger; remove a bunch of pointless/dead code and threads... yay!,code smell
Type converters for easy access to XDS meta data classes within routes. Adapted tests to use meta data classes.,code smell
Refactored away some duplicate code,code smell
"[JBIDE-6828] renamed ""Open Management Console"" to ""Web Management Console""  moved duplicate code in ServerLogActionProvider & OpenManagementConsole to CommonActionProviderUtils. Made sure ""Web Management Console"" is only enabled if the server is started",code smell
Followup after review of LC code with ELZI - XmlTree is now more flexible in resolving paths  and a lot of duplicate code is removed. Javadoc is consistent with interface.,code smell
Remove duplicate code,code smell
PMD Rule:ExcessiveMethodLength Priority:3 Avoid really long methods . Issue #744,code smell
Now Includes Performance Improvements - All the maps iterators to for-each loops - Removed duplicate code - Other minor changes,code smell
refactor  add metadata class,code smell
Reduced duplicate code in CoordinatorCli.,code smell
YARN-1335. Move duplicate code from FSSchedulerApp and FiCaSchedulerApp into SchedulerApplication (Sandy Ryza),code smell
refactored to remove duplicate code.,code smell
Cleaning form generator classes  refactoring to remove duplicate code. EasyWSDl is the default WSDL parser because we have a library version problem with Woden.,code smell
PRD-4379: Metadata classes copyright update; API change AttributeRegistry has a put-semantic  not a classical getter/setter semantic.,code smell
Modified unit test after having removed dead code,code smell
Extract duplicate code into a method,code smell
Reduced duplicate code in ClientConnector.,code smell
remove dead code,code smell
Removed MetaData class. Lots of refactoring.,code smell
Merged duplicate code,code smell
WELD-1784 Remove dead code,code smell
Refactor and remove duplicate code between Movies and Episodes,code smell
Removing some duplicate code.,code smell
Remove dead code ExaminationSolutionInitializer,code smell
"SONARPHP-451 Add parameter for (S107) ""Functions should not have too many parameters""",code smell
Refactor duplicate code,code smell
define OptionData class 2,code smell
started refactoring ResourceNameIterator and ResourceStream to make the locale  style etc. available for which the resource was found. Will eventually allow to remove duplicate code e.g. in PackageResource.,code smell
Removed duplicate code from FileHandle,code smell
Introduced Data interface and TransposableData implementation to replace Data class  added getTranspose method. Further extended Data interface into DataVisualizer interface  its TransposableDataVisualizer and CompositeDataVisualizer implementations  and related DataVisualizerBoundingBox class. Introduced Viewer interface & its DefaultView implementation  Drawer interface & its LineDrawer implementation. Changed dataset type from ArrayList<int[]> into List<Object> for better generality  which slightly impacted all Filters & Readers. Finally  implemented test cases for all new classes listed above.  ,code smell
simplify and remove duplicate code,code smell
ctf: remove duplicate code in array/sequence declarations,code smell
rename the TcmSearchData class to TcmInferSearchData class,internal
"* refactored to fold DebugST into ST; adds one object ptr to every ST instance but worth reduction in complexity. ""new ST(...)"" calls didn't work (not DebugST objects) in inspector.  ST.inspect() for any ST now. * Fixed bug in STViz. Didn't highlight entire output when you click topmost template. * STGroup.debug no longer there nor static.  It's an instance var of Interpreter.  ST.inspect() tells interp to debug. STGroup.trackCreationEvents says to record where in code an ST was created and where code added attributes. * Gutted tree model for STViz  refactored debugging/event tracking code. * creation events had wrong location (launch of interp location); only tracks now for externally/injected created templates.",internal
Made an InterfaceGenerator  renamed CSharpClassData to CSharpData for some abstraction reasons. Made ClassGenerator and NamespaceGenerator work together well  now it sees the nested namespaces  but cannot see which it is nested to. Will do that later. Fixed small typo in ModelCreatonService,internal
More sophisticated partial indexing which allows decisions based on other fields. Added ValueIf and PojoIf base classes. Fixed a bug in If class inheritance. Added unit test for PojoIf.,internal
Starts decoupling from old span type; untangles ServerRequestInterceptor (#299),internal
simplify impl inheritance,internal
HIVE-10028: LLAP: Create a fixed size execution queue for daemons (Prasanth Jayachandran),internal
First step towards store size limit,internal
bugfix; 3385226; 1953410; inheritance with more than two levels deep causes same mappings done multiple times;,internal
Allow specifying memory size to the BitmapManager,internal
Config decoupling continued.  Created a convenient abstract ConfigSingletonFactory class that can be used to create singletons based on config .properties.,internal
Implement framework code to support for Resource-per-class-hierarchy approach to hiding inheritance - RESTWS-243,internal
Removed unnecessary abstraction,internal
The lions share of work on issue #636. Checkstyle errors have gone from a count of 383 at release of 0.0.2 to 488 errors after almost all of 0.0.3 is finished  to a count of 300 errors now that a good bit of work has been done on that front. Along with that  some complexity reduction work was done. Play and Fling actions got refactored as well as the mouseWheel zooming code both in EntireGraphingPanel.java. Bugs found and fixed were a play delay int roll-over catch that didn't work in the slowDown() method of EntireGraphingPanel.java and the method getTransferDataFlavors() in GenericDataElement.java was returning a reference to the interal array instead of a copy.,internal
WAL max size limit was restored. Free space detection bug was fixed. Additional improvements.,internal
Eating a creature provides a stat bonus. Body size calculated based on part sizes. Entities now have width/height for intersection calculations. Screen helper for a random point within a restricted region of the screen.,internal
Portals and inheritance,internal
Consolidate database connecting actions reducing code complexity and duplicate code fragments,internal
Enhanced ERXFetchSpecificationBatchIterator to optionally re-filter batches against the original qualifier after fetching. Also wired things up so that interleaving calls to nextBatch() with calls to next() or nextElement() works as expected  as does changing the batch size mid-stream. (Committing to trunk  and copying trunk version to Wonder_2_0_0_Branch branch.),internal
Various fixes and changes: removed operations abstraction and merged with Request abstraction. Refactored Request (now ClientRequest) out of the server behaviour and added a LocalServerRequest subclass that is aware of the local server instance. The base request only operates on the CF Java client. Updated junits with further harness changes  fixing several failing test cases. Additional bug fixes  including bugs in URL domain and org and spaces lookups.,internal
"Revert ""Revert ""[MIFOS-4052] removed original loan schedule and fees inheritance""""",internal
* Added @size attributes to fs:deepfs  fs:dir and fs:file elements * human readable size value for fs:fsSize element,internal
can now set font size for UI (in code),internal
Add polymorphism with discriminator test,internal
Extracted protocol and server bits into abstraction.,internal
added params inheritance test for spring,internal
BVAL-31 first support for basic composition,internal
Repackaging to remove remaining cycles and increase cohesion,internal
fix subscription/feeding extract common database encapsulation types,internal
* fixed formatting issues * broke down complexity of getGenericTypeAwarePropertydescriptor method * refactored names of tests to be more expressive,internal
Bug fix : when an error happen before the total size is computed  the progress bar should be in determinate state.,internal
chor(engine): change ManualActivation rule to reduce cyclomatic complexity,internal
More cleanup and following through on better encapsulation of Flags.dimension and Flags.seedlength.,internal
Small changes around composition over inheritance.,external
CLOUDSTACK-10053: Performance improvement: caching of NuageVsp ID,external
Merge compatibility APIs from `-hadoop{1 2}` branches.,external
CHANGED: Reduced the number of File objects held in memory by FileFactory. CHANGED: Added an additional check when saving a file to payload directory of a bag to make sure it is actually saved there. NEW: Added a StopWatch class for measuring time elapsed between its start and stop method calls. Provides basic performance metrics for tasks that use it. NEW: ThreadPoolService now accepts cleanup tasks that are executed during @PreDestroy method. Updated TagFilesService to schedule a write all tag files to disk during cleanup. UPDATED: All storage event tasks to use StopWatch class.,external
Improved parsing  usability and oo design,external
JavaCL: - complete rewrite of CLBuffer genericity to unify with the BridJ port : CLBuffer<DoubleBuffer> is now CLBuffer<Double>  and CLBuffer.read/write/map are no longer strongly typed (it is implicitely typed with Buffer subclasses for compatibility with existing code). The BridJ port will be favoured  and its read/write/map methods use typed Pointer<T>. - complete rewrite of UJMP Matrix implementation  using coding style borrowed from ScalaCL,external
[DROOLS-1026] improve equals/hashCode performances for all rete nodes,external
http://bugs.sakaiproject.org/jira/browse/SAK-11481 Removing new findResources method since it would be a huge performance problem.,external
Cleanup test for JUnit 4 compatibility.,external
Preload backgrounds during population overview gen. Extract common preload functionality into sps-gamelib. Move preloader UI elements into sps-gamelib. Cleanup unpackaged game source code files.,external
extracted functionality removed unnecessary working directory code replaced with environment user.dir property added javadocs,external
Move SynchronizationAdapter to support and add compatibility stub,external
Issue #4873   methods to gather WAL and full checkpoint performance  were added.,external
improved digits parse performance,external
Enhanced tool palette composition functionality. Added Morph Activity/Gateway features.,external
Improved configuration options; improved efficiency to algorithms; minor bug fixes,external
New performance tests for rename package  move compilation unit and move static members,external
"Been working offline for too long. However  all the work submitted by this long change list is documented in the jobs attached. As far as I can tell right now  only two jobs remain unfinished: * JOO-5: At least managed to complement ""this."" for private members and for public members declared in the same file. * JOO-30: Implemented ""as"" and function syntax type cast in the runtime for interfaces only (and with bad performance  as the cast() call is completely obsolete). Also worked on support for get and set functions: these are only supported syntactically  and so far converted to normal functions named get$<member> and set$<member>. Not yet decided on a real solution.",external
Supported bound data columns and added backward compatibility.,external
Turnning invoke method performance,external
Reduced synchronization in GenericObjectPool  GenericKeyedObjectPool.  Factory method activations within synchronized blocks were causing performance problems in DBCP and other applications where factory methods could block. ,external
[PLAT-5246] Adding support for legal entity information in calculators and curve construction. Backwards compatibility is ensured by using the short name meta data filter where necessary,external
Create node functionality complete,external
Added Paranamer.lookupParameterNamesForMethod(Method) functionality,external
Fixed a permissions-related issue in the upload files functionality where a user was being authorised for a null domain object.,external
MAHOUT-767 Improve RowSimilarityJob performance  threshold integration,external
"[BACKLOG-4709] - Small changes in platform to improve performance - UserSettingService    - replace keySet() + get() combination with entrySet()    - remove useless object instantiation    - remove useless explicit map.remove() - AbstractSpringPentahoObjectFactory    - add logger.isDebugEnabled()    - remove useless non-null validation - OrderedApplicationEventMulticaster    - replace ArrayList with array for faster sorting    - extract stateless Comparator to a final field to avoid useless instantiation    - replace new Integer.compareTo() with Integer.compare()    - add tests - RoleAuthorizationPolicy    - create ArrayLists of exact size - JcrRepositoryFileAclUtils    - iterate through List  not Set - DefaultPermissionConversionHelper    - replace indexOf("":"") with indexOf(':') as it is more effective - AuditConnection    - change the order: first try to obtain a connection and only then sleep",external
reverting d99cec54  still maintain Jdk6 compatibility,external
Query has lost fluid language and improved usability.,external
added separate states for separate downloaders to give us more flexibility,external
code reorganization  moved files around to better seperate functionality,external
Issue #1698. Map of temporary and new rids is returned and IndentiyChangedEvent implementation was reverted because of possible performance issues.,external
[DOXIA-184] make parser emit tableRows() correctly. Refactor some private methods for code readability.,external
externalized a minor duplicate code section in JestHttpClient's execute method(s).,code smell
refactor discovery to use the new Pinger; remove a bunch of pointless/dead code and threads... yay!,code smell
Removed dead code  moved testing target into test package,code smell
Refactor some duplicate code.,code smell
Use a data class for the sonic resultset,code smell
DocSerializer: removed duplicate code,code smell
extracted createArguments() and removed duplicate code,code smell
"Added a zero argument constructor for the NetworkData class and changed the constructor that read from a file to a new method named ""populateFromDisk"".  Updated the unit test to understand this new reality.",code smell
256272: [preferences] Surface new compiler preference for dead code detection: - added quick fixes,code smell
ref: removed duplicate code and useless inner class fix: fixed stateless test,code smell
 ItEr17S10CUCreacionProxectoPlanificacionItEr16S12: Removing Bean sufix to data classes. To avoid name collisions with the components of the same name  Component is appended.,code smell
Code cleanups:   - remove dead code   - rename DocumentModifier => DocumentEdits,code smell
Remove duplicate code from between Movies and Episodes,code smell
DDF-495 removed some duplicate code,code smell
core: Remove duplicate code in HotPlugDiskToVmCommandTest,code smell
factored out some duplicate code,code smell
Eliminated duplicate code between GenericBuiltinGuard and BuiltinSpecializer,code smell
HBASE-14901 Remove duplicate code to create/manage encryption keys,code smell
" Deleted obsolete / dead code. - Started a heavy refactoring of the ServiceDescriptionFactory class in order to make it a ""fail fast"" factory to avoid any runtime errors due to misconfiguration.",code smell
dynect: replace usage of UnsignedInteger with int and fixed serialized form of rdata classes,code smell
Rewrite all the possible Blocks for the If  While  For  ForEach and Switch statements. This rewriting handles modifications in the Block type from curly to non-curly ('Alternative') forms of blocks.,code smell
"[CXF-1500] Remove duplicate code from the tools ""Stax2DOM"" thing and move it into StaxUtils.   Allow WSDLManager to have line numbers of elements recorded into DOM that the wsdls schemas use so an error with a line number can be displayed.",code smell
Increased Findbugs sensitivity and fixed a bunch of minor style issues  removed dead code  ...,code smell
reorganized test classes to separate expensive syntax/parsing tests from functionality tests fixed Rascal JUnit runner test reporting removed dead code,code smell
Moved MD5 utils from WalkerTest to BaseTest for use by PipelineTests. Moved VariantEval validation from FCPTest to PipelineTest. Cleaned up some duplicate code for writing temp files during tests. Moved FCPTest to playground namespace to match move for FCP.q. Added a basic HelloWorldPipelineTest for the HelloWorld QScript.  Moved duplicated error handling from JobRunners into the FunctionEdge.,code smell
move MAVEN_METADATA_XML constant to MavenMetadata class,code smell
refactored duplicate code,code smell
Refactor GlobalTypeInfo into a data class and a separate pass.,code smell
new control  remove duplicate code,code smell
Introduced path API to deal with resources of both disk and ZIP archives that fixes #52. Classpath and regex support totally reviewed with this API. Also simplify the code  remove useless sample files and dead code.,code smell
MODE-1334 Ported java sequencer from 2.x -removed old OriginalFormatSourceFileRecorder -refactored test code so that the class file and java file sequencers use the same test files -fixed JDT parser so that 1.5 files (and greater) are properly handled -refactored JDT metadata classes,code smell
Put duplicate code in a UTIL class,code smell
WINDUP-523: Fix up some code-style issues and clean up dead code/comments,code smell
initial attempt for abstraction; druid cluster works with Derby as a default,internal
Refactored: inlined serialization filter classes to reduce complexity,internal
#136 Reduce cyclomatic complexity,internal
Fixed file and directory size calculation in MapView.,internal
Fixed message ID in topics Added method inheritance test Refactored out NevadoQueueConnection and NevadoTopicConnection,internal
o Added another test to exhibit inheritance issue o Removed task tags for resolved issues,internal
Bug 82854.  Reduced the size of the event classes. Fixed some of the copyright information. Removed some unnecessary classes.,internal
CRUD  reorder  and inheritance of notes on workflow step.,internal
Added some better commentary  made sure unit tests pass. Added overrides to common methods for the abstraction in SparseMatrix.,internal
create ThresholdGroup abstraction to make configuration more clear -- reviewed by mhuot,internal
cleanup abstractions by pulling out State interface  implement StatefulBolt for regular topologies,internal
Issue 130: fleshed out compute abstraction and hardened TemplateBuilder design,internal
Added class higerarchy scanning for inheritance handling Moved Parcelable collections into singleton repository,internal
Changed font size management to preferences,internal
Expose our own History abstraction to avoid needing so many hacks,internal
Restructuting to get file layout closer to maven standard  remove complexity of poms,internal
Correct PiffSampleEncryptionBox behaviour when asked for it's size before being written (after manual creation),internal
CAY-795 Horizontal inheritance,internal
Decreased complexity,internal
added additional device and component abstractions / added device and component event listeners,internal
SONARCS-601 complexity metrics for functions and classes (#99),internal
Create alternative inheritance structures for axioms that do and do not need to cache entities and named individuals,internal
Issue 183: Adds support for detecting multiple barcodes  and simplifies ResultPoint abstraction,internal
Password complexity  force register and ip verification options  xauth.exclude permissions node to exclude a group/player from having to register  option to block players with blank names from joining the server  players are no longer kicked if someone with the same name joins the server  unregistering a player now notifies them and hides their inventory  registration.pw-min-length -> password.min-length  security.filter.* -> filter.*,internal
Use object model renderable abstraction to generate layout builders instead of templates w/ spaghetti code. Removed code generation hooks from Directive  should not be possible for directives to insert arbitrary code  as convenient as it may seem. Still not as clean as it could be.,external
added an InstallTask abstraction so we can use it to resolve profiles / bundles or copy/change files from inside a profile,external
Reduced NPath Complexity of HostAdressPicker (CheckStyle issue).,external
HIVE-16392 : Remove hive.warehouse.subdir.inherit.perms and all permissions inheritance logic (Sahil Takiar via Ashutosh Chauhan),external
Move shell abstraction into scan service package where it is used,code smell
Analyse - Decomposition View: Extended with a Statistics panel  which shows the numbers ofpackages  classes and lines of code; for Java and C#. Lines of code is the full number of lines  including blanc lines and comments.,external
"I hate Java. I hate everything about the Java ecosystem. I have moved this project to Maven with no small amount of difficutly. Honestly most of the pom.xml file is just magic to me. I understand parts   but like most things in java I have no idea how its doing most of what its doing. Its a large cryptic XML document with very little human readable meaning. I mean Makefiles were considered arcaic  however you can find a dozen or so simple introductions on how to construct a Makefile that doesn't depend on magic to build your project. Not so with Maven. The only official Documentation is a 100+ line document that has no coorliation to what is actually happening to build your file. Take for example the fact that i know have a whole target folder that has lots of stuff in it. At no place in my pom.xml did I say create a target folder  nor did I say run javac. The closest I came to either of those was set my ""source"" tag to 1.5 ( I only knew to do this because Bukkit does it ). Furthermore the comand to compile the project into a jar ( again no mention of a jar file in the pom.xml ) is to issue a mvn install command. That clearly makes sense. mvn build anyone mvn package  nope mvn install. Its like java heads have a fetish for complexity.",internal
InternalLockService Extracted. Classes should not depend on final impl classes as it creates tight coupling and makes testing hard.,external
[#LIB-15] Support Device Extensions by composition alternatively to inheritance,internal
Update for Sprite class. There is much less difference from Sprite2 now. Performance is just a tiny bit better than Sprite2 on desktop and G1  and the same on Droid.,external
Static utility class renamed for JUnit compatibility.,external
Changed implementation of adding/removing/getting relationships on a node in cache layer. Previous implementation worked with sets but that had a performance problem  when doing small modifications to a node (create adding or removing a few  relationships). This could be noticed when node had many relationships (copy on  write on largers sets was just to slow). ,external
Prismtech JAC#429: performance enhancements,external
HBX-1467: Move functionality of JDBCMetadataConfiguration into JdbcMetadataSources - Inline JDBCMetaDataConfiguration#getMetadata() in JDBCMetaDataConfiguration#readFromJDBC(),external
"[BEAM-1184] - Reprojection dialog does not remember values (""Output Parameters"") [BEAM-1183] - Improve reprojection UI usability",external
Improved reliability by adding priority execution for System Operations.,external
Standalone Atlas: NetCDF generation performance tuning  using Deque class to make sure refs to Future aren't retained.  Renamed Deque append() method to offerLast() though  so method names are identical to their equivalent in Java 6 Deque - it'll make it easier if we want to switch.  Updated context.xml and loaderContext.xml to use connection pool properties that seem to nullify the pool exhausted exception: due to maxIdle value?,external
improving performance  especially around FK metadata reading,external
Functionality moved from from ConnectorGui and ../client/HubConnector into GuiHubConnector,external
339835: Remove all classes that provide backward compatibility for eclipse & swt 3.4 https://bugs.eclipse.org/bugs/show_bug.cgi?id=339835,external
Refactored: made RestService protected and moved all functionality to LeanEntity.,external
Move enable jobs functionality over to the Jobs class  this also now runs code after everything has been initialized,external
Add counter on issues performance tests,external
Performance improvements around anonymous entry points.,external
Bug 283178 [Compatibility] Make actionSets visible/invisible,external
Re-factored limit functionality for including specific genes in fusions,external
synchronize the performance optimize from 2.2.1 to main branch,external
refactoring to improve extensibility,external
Rename Scenegraph to Scene for simplicity,external
Improvements to system tests readability,external
Bug 263090 [legacy] Load the model with commands and handlers Bug 271331 [Compatibility] Fill in the main menu with menu contributions Bug 271332 [Compatibility] Fill in the main menu with action sets,external
MONDRIAN: rolling back removeoverlappingtuples optimization for distinct count.refer http://forums.pentaho.org/showthread.php?t=59308.By removing this tuple list optimization we get a boost in performance at the cost of losing capability to handle elimination of duplicates and duplicates occur in rare scenarios.,external
Google App Engine compatibility as a plugin (.jar).,external
Performance improvements,external
"Added schema json importer and extended existing import functionality to support Schema JSON. Now you can incrementally extend an existing schema by adding Schema JSON embedded in <script type=""application/schema+json""> tags in Widgets.",external
Add documentation about E-mail sending functionality. Update JUnit version. Code refactoring. Imports optimizations. Changes to UI of E-mail Templates page. New values for i18n. Validations of E-mail functionality.,external
GTNPORTAL-155 Merge performance branch ( up to revision 473) into trunk,external
Improve LoggerManager compatibility,external
Portlet: Created JBDS7CompatibilityGatein test with artefact updated on nexus,external
Implement ClassPath class  refactor analysis code to use new ClassPath functionality  start adding verification for individual opcodes,external
Repackage compatibility,external
Refactored: removed ConvertEntityToBytes and moved its functionality to GcAwareEntityRepository,external
Removed dead code  more coverage,code smell
Adding new CloudStackApi class  adding the rest of CloudStack data classes  moving cloudstack data classes into folder models  Starting work on ec2engine revamp with new api,code smell
Bug 256359 [metadata] Consider interfaces for Metadata classes,code smell
Refactored Long Method,code smell
XWIKI-4906: Includes are not taken into account when renaming a page - Fixed checkstyle warnings and refactored to minimise some of the duplicate code - Added tests,code smell
More flexible EC2 user data classes.,code smell
Bug 374605: Unreasonable warning for enum-based switch statements,code smell
Refactored compiler to be able to select different code generation sinks (single file vs. merged output) - Refactored compiler configuration to remove duplicate code from CLI  Ant task  Maven plug-in - extended Maven plugin to select output mode,code smell
Refactored call ordering in builder API: extracted duplicate code into method,code smell
introduced adjuncts from stapler - fixed the feature envy problem in the version computation,code smell
Area data class,code smell
reworked metadata classes,code smell
Flesh out HBaseMetadata class.,code smell
Bug 260913 [metadata] Move concrete metadata classes to an internal package,code smell
"MATH-394  MATH-397  MATH-404 Overhaul of the ""optimization"" package. Removed lots of duplicate code. Removed methods referring to the concept of ""iteration"". Removed interface methods to access the number of evaluations of the gradient and Jacobian. Removed all references to ""OptimizationException"" (replaced by ""ConvergenceException""). Javadoc comments updated.",code smell
[BZ 1089108] File Systems -> Free Space graph off by a factor of 1000. Refactored to a much cleaner solution with no IF logic. Removed some dead code from Measurement helper classes.,code smell
Removed duplicate code and added outlines for how to add version to the start log entry.,code smell
removed dead code and some bugs were fixed,code smell
SOAP-653: Removed duplicate code and fixed compilation errors,code smell
ISIS-1194: removing more dead code (in FrameworkSynchronizer),code smell
Factorize duplicate code in SnmpConnection,code smell
SAM-2151 Allow the instructor to include extra calculations within the calculated question Also includes some cleanup and improvements to the calculated question (reduced duplicate code  etc.),code smell
Improved ProjectMetadata class.,code smell
Major refactor. Fiction scripts are now being parsed. There is still some dead code to trim  but now the fiction and parser configuration (vocabulary) are being loaded from the file. I still need to process expressions when verb messages are received.,code smell
Replaced uses of MetadataConstants with the new Dictionary and Metadata classes,code smell
removing dead code,code smell
Remove dead code,code smell
Composite operators now return SopremoModule instead of ElementarySopremoModule to help optimization and remove duplicate code,code smell
Modify some method calls  so they meet the LimitOffsetQueryData class.,code smell
"Fixed bugs 1022 and 1031 reported by Wiktor.  Thanks for the bug report and the patches.  Little different fix  removed duplicate code Wictor discussed his patch created and moved this code to NotifdConfigManager rather than NotificationManager base class.-David",code smell
Refactored the StringData class to simplify its most common use  which is to render a properly quoted string for use in SQL statements.,code smell
Rename subject data classes for brevity,code smell
Finished eliminationg duplicate code,code smell
CAY-2242 Vertical Inheritance: Cannot Insert Record With Multiple Flattened Relationships,internal
Bug 103863 - Support encapsulation in SWT layout mechanism,internal
Block inheritance by default on per-branch permissions.,internal
refactoring methods to reduce complexity,internal
DATADOC-63 - Added TypeMapper abstraction to customize how type information is written to a DBObject and retrieved from it.,internal
Multiple categories on tests  category inheritance  production classes in production package.,internal
Coupling between object,internal
Restoring logics without size fields caching,internal
WAL max size limit was restored. Free space detection bug was fixed. (cherry picked from commit b23efd9),internal
Added support for hierarchical model inheritance.,internal
Final modifications to implement new event model that eliminates many couplings.,internal
Improved Attributes Management using Composition instead of Inheritance,internal
"[#3481] Help link on the bottom of the page not working [#3527] Lazy init exception when viewing Cherry Pick Request [#3520] Show compound name column in the study annotation viewer [#3528] Add a total Lab Cherry Picks column to the CherryPickRequestSearchResults [#3529] Server crash on export of library images to xls format [#3511] ""Medicinal Chemist User"" Facility Usage Role should be changed to ""Medicinal Chemistry User"" [#3531] Facility User Role ""QPRC User"" is incorrect [#3510] Increase the size of the confidentiality notice on the login page [#3478] Modifications for #3478 - PropertyPathDataFetcher based Search results sort null values higher than non-null values (in PostgreSQL)",external
Remove User/Item abstractions. Preference values are now floats. Lots of API changes to reflect and rationalize these changes. Replace Preference[] with PreferenceArray implementations for memory efficiency.,internal
Started refactoring Media Channels by decoupling RTP  RTCP  ICE and DTLS components from the RTP Connection,internal
fix eomodeler sql gen bugs for: when you only select a single single table inheritance entity (bring in the parents and children) drop tables produces multiple entries for single table inheritance allows null is set for single table inheritance attributes that aren't inherited ,internal
Use the 'Source' abstraction in the Parser,internal
#589 - ElasticSearch  Transaction - rename DocStoreMode and batch size methods,internal
EST-838: new index module  decoupling Indexable from Lease,internal
work on composition for indexing,internal
1.9-RC update Fixes issue 313.    - Map max size not enforced.,internal
The FieldsetPanels option and page size are now created by AbstractListForm.,internal
"JSP refactoring (backlog.jsp  project.jsp) A visual indication on the backlog of which features are ""must haves"" Rename the ""Stop"" feature to be ""Blocked"" Headings for size and importance columns on backlog Notes with quotation marks are not displayed correctly A column without WIP limits should mouse over with no WIP limit not WIP limit: -1",internal
